prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
other rotifera,unknown,Animalia,NA,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
trout eggs,eggs,Animalia,Actinopterygii,Salmoniformes,Salmonidae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
pisidium sp,unknown,Animalia,Bivalvia,Sphaeriida,Sphaeriidae,Pisidium sp.,NA,Mollusca,NA,NA,NA,NA,aquatic
mastacembelus sinensis,unknown,Animalia,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus aculeatus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
tanaidacea,unknown,Animalia,Malacostraca,Tanaidacea,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
athripsodes aterrimus_larvae,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,Athripsodes aterrimus,NA,Arthropoda,NA,NA,NA,NA,aquatic
glossosomatidae,unknown,Animalia,Insecta,Trichoptera,Glossosomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydroptila arctia_hydroptilidae,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,Hydroptila arctia,NA,Arthropoda,NA,NA,NA,NA,aquatic
leptoceridae sp_larvae,larvae,Animalia,Insecta,Trichoptera,Leptoceridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
odontoceridae,larvae,Animalia,Insecta,Trichoptera,Odontoceridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
oxyethira maya_hydroptilidae,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,Oxyethira maya,NA,Arthropoda,NA,NA,NA,NA,aquatic
philoptamidae,unknown,Animalia,Insecta,Trichoptera,Philopotamidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
trichoptera imagines,adults,Animalia,Insecta,Trichoptera,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
trichopteran larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
triehopteran larvae,larvae,Animalia,Insecta,Trichoptera,NA,NA,Trichoptera,NA,NA,NA,NA,NA,aquatic or terrestrial
turbellaria dugesia_sp_planariidae_fatworms,unknown,Animalia,Rhabditophora,Tricladida,Dugesiidae,Dugesia sp.,NA,Platyhelminthes,NA,NA,NA,NA,aquatic
arachnida hydracari_acari_water_mites,unknown,Animalia,Arachnida,Trombidiformes,NA,NA,NA,Arthropoda,NA,Acari,NA,NA,aquatic
arachnids water_mites,unknown,Animalia,Arachnida,Trombidiformes,NA,NA,NA,Arthropoda,NA,Acari,NA,NA,aquatic
hydrarachna bicustata,unknown,Animalia,Arachnida,Trombidiformes,Hydrachnidae,Hydrachna bicustata,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hygrobates longipalpis,unknown,Animalia,Arachnida,Trombidiformes,Hygrobatidae,Hygrobates longipalpis,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
aspatharia sinuata,unknown,Animalia,Bivalvia,Unionida,Mutelidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
cyanophytes,unknown,Bacteria,Cyanophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
lyngbya,unknown,Bacteria,Cyanophyceae,Nostocales,Oscillatoriaceae,Lyngbya sp.,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
nostoc sp_cyanophyta,unknown,Bacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc sp.,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
nitzschia,unknown,Chromista,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia sp.,NA,Ochrophyta,NA,NA,NA,NA,aquatic
baccilariophyceae,unknown,Chromista,Bacillariophyceae,Bacillariophyceae,Bacillariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
bacillariaceae,unknown,Chromista,Bacillariophyceae,Bacillariophyceae,Bacillariaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
benthic diatoms,unknown,Chromista,Bacillariophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
dinoflagelates,unknown,Chromista,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
dinoflagellates,unknown,Chromista,Dinophyceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
zooplankton unid,unknown,Chromista,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
gyrosigma,unknown,Chromista,Bacillariophyceae,Naviculales,Pleurosigmataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
snipe fly_larvae,larvae,Animalia,Insecta,Diptera,Rhagionidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
mystacides azurea_larvae,larvae,Animalia,Insecta,Trichoptera,Leptoceridae,Mystacides azurea,NA,Arthropoda,NA,NA,NA,NA,aquatic
agraylea multipunctata_larvae,larvae,Animalia,Insecta,Trichoptera,Hydroptilidae,Agraylea multipunctata,NA,Arthropoda,NA,NA,NA,NA,aquatic
phryganea sp_larvae,larvae,Animalia,Insecta,Trichoptera,Phryganeidae,Phryganea sp,NA,Arthropoda,NA,NA,NA,NA,aquatic
phaenospectra sergentia_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Phaenospectra sergentia,NA,Arthropoda,NA,NA,NA,NA,aquatic
alosa spp,unknown,Metazoa,Actinopterygii,Clupeiformes,Clupeidae,Alosa sp.,NA,Chordata,NA,NA,NA,NA,aquatic
anchoa spp,unknown,Metazoa,Actinopterygii,Clupeiformes,Engraulidae,Anchoa sp.,NA,Chordata,NA,NA,NA,NA,aquatic
thermocyclops,unknown,Metazoa,Hexanauplia,Cyclopoida,Cyclopidae,Thermocyclops sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
rhodeus sp,unknown,Metazoa,Actinopterygii,Cypriniformes,Acheilognathidae,Rhodeus sp.,NA,Chordata,NA,NA,NA,NA,aquatic
cyprinodontid,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
cyprinodonts,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
fundulus heteroclitus,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus,NA,Chordata,NA,NA,NA,NA,aquatic
decanoda,unknown,Metazoa,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
decapoda crayfish,unknown,Metazoa,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
decapoda craylish,unknown,Metazoa,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
other crabs,unknown,Metazoa,Malacostraca,Decapoda,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
penaeus setiferus,unknown,Metazoa,Malacostraca,Decapoda,Penaeidae,Penaeus setiferus,NA,Arthropoda,NA,NA,NA,NA,aquatic
daphnia cucullata,unknown,Metazoa,Branchiopoda,Diplostraca,Daphniidae,Daphnia cucullata,NA,Arthropoda,NA,NA,NA,NA,aquatic
daphniidae,unknown,Metazoa,Branchiopoda,Diplostraca,Daphniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
pompholyx sulcata,unknown,Metazoa,Branchiopoda,Diplostraca,Sididae,Pompholyx sulcata,NA,Arthropoda,NA,NA,NA,NA,aquatic
unidentified cladocera,unknown,Metazoa,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
cyclorrapha,unknown,Metazoa,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
limonia spp,unknown,Metazoa,Insecta,Diptera,Limoniidae,Limonia sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
coptomus,unknown,Metazoa,Insecta,Ephemeroptera,Polymitarcyidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ephemerellidae,unknown,Metazoa,Insecta,Ephemeroptera,Leptohyphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gobiosoma bosc,unknown,Metazoa,Actinopterygii,Gobiiformes,Gobiidae,Gobiosoma bosc,NA,Chordata,NA,NA,NA,NA,aquatic
knipowitschia caucasica,unknown,Metazoa,Actinopterygii,Gobiiformes,Gobiidae,Knipowitschia caucasica,NA,Chordata,NA,NA,NA,NA,aquatic
i sordidus,unknown,Metazoa,Hexanauplia,Harpacticoida,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
iliocryptus sordidus,unknown,Metazoa,Hexanauplia,Harpacticoida,Iliocryptidae,Iliocryptus sordidus,NA,NA,NA,NA,NA,NA,aquatic
ilyocriptus sp,unknown,Metazoa,Hexanauplia,Harpacticoida,Iliocryptidae,Iliocryptus sp.,NA,NA,NA,NA,NA,NA,aquatic
ilyocryptidae,unknown,Metazoa,Hexanauplia,Harpacticoida,Iliocryptidae,NA,NA,NA,NA,NA,NA,NA,aquatic
ilyocryptus sordidus,unknown,Metazoa,Hexanauplia,Harpacticoida,Iliocryptidae,Iliocryptus sordidus,NA,NA,NA,NA,NA,NA,aquatic
notonecitidae,unknown,Metazoa,Insecta,Hemiptera,Notonectidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
notonecta glauca,unknown,Metazoa,Insecta,Hemiptera,Notonectidae,Notonecta glauca,NA,Arthropoda,NA,NA,NA,NA,aquatic
notonecta sp,unknown,Metazoa,Insecta,Hemiptera,Notonectidae,Notonecta sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
notonectid,unknown,Metazoa,Insecta,Hemiptera,Notonectidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
isoptera termites,unknown,Metazoa,Insecta,Isoptera,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
lsoptera,unknown,Metazoa,Insecta,Isoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
bythynia tentaculata,unknown,Metazoa,Insecta,Littorinimorpha,Bythiniidae,Bythynia tentaculata,NA,Mollusca,NA,NA,NA,NA,aquatic
adult insect_aquatic,adults,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic
adult insect_terrestrial,adults,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,terrestrial
adult insect_unknown,adults,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
adults insects,adults,Metazoa,Insecta,NA,NA,NA,Insecta,NA,NA,NA,NA,NA,aquatic or terrestrial
all sponges,unknown,Metazoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
class bivalvia,unknown,Metazoa,Bivalvia,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
diplopoda milipedes,unknown,Metazoa,Diplopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
cynoscion regalis,unknown,Metazoa,Actinopterygii,Perciformes,Sciaenidae,Cynoscion regalis,NA,Chordata,NA,NA,NA,NA,aquatic
micropogonias undulatus,unknown,Metazoa,Actinopterygii,Perciformes,Sciaenidae,Micropogonias undulatus,NA,Chordata,NA,NA,NA,NA,aquatic
brachionus angularis,unknown,Metazoa,Monogononta,Plioma,Brachionidae,Brachionus angularis,NA,Rotifera,NA,NA,NA,NA,aquatic
brachionus spp,unknown,Metazoa,Monogononta,Plioma,Brachionidae,Brachionus sp.,NA,Rotifera,NA,NA,NA,NA,aquatic
b calyciflorus,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Brachionus angularis,NA,Rotifera,NA,NA,NA,NA,aquatic
k quadrata,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Keratella quadrata,NA,Rotifera,NA,NA,NA,NA,aquatic
keratella cochlearis,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Keratella cochlearis,NA,Rotifera,NA,NA,NA,NA,aquatic
keratella quadrata,unknown,Metazoa,Monogononta,Ploima,Brachionidae,Keratella quadrata,NA,Rotifera,NA,NA,NA,NA,aquatic
ostracod cypris_larvae,unknown,Metazoa,Ostracoda,Podocopida,Cyprididae,Cypris sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
ostracoda sp,unknown,Metazoa,Ostracoda,Podocopida,Cyprididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
ostracode shrimps,unknown,Metazoa,Ostracoda,Podocopida,Cyprididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
cheumatopsyche pettiti_hydropsychidae,unknown,Metazoa,Insecta,Trichoptera,Hydropsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
sphaerium corneum,unknown,Metazoa,Bivalvia,Veneroida,Sphaeriidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
coarse lit_ter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
coarse litter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
coarse sand,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand,aquatic or terrestrial
coarse utter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
detritus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
detritus mud,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
detritus sediment,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
detritusl,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
detrius,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
digested material,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amorphic detritus,aquatic or terrestrial
disposed sewage,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sewage,aquatic or terrestrial
faecal matter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
fine sand,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand,aquatic or terrestrial
glass,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glass,aquatic or terrestrial
land,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown
mud,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
nonprey items,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic detritus,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
organic material,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
other,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,aquatic or terrestrial
other aquatic_fauna,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic
other organisms,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,aquatic or terrestrial
paper,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
sand,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand,aquatic or terrestrial
sand grains,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sand,aquatic or terrestrial
stones,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
terrestrial,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
thread,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
tissue,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,terrestrial
unidentifed food,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentifed items,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentifed matter,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentifed organic_material,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
unidentifed parts,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
unidentified 33,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified 39,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified adult,adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified adults,adults,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified items,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified larvae_44,larvae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified larvae_57,larvae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified material,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
unidentified prey,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
rhizoclonium sp_chlorophyta,unknown,Plantae,Ulvophyceae,Cladophorales,Cladophoraceae,Rhizoclonium sp.,NA,Chlorophyta,NA,NA,NA,NA,aquatic
actinotaenium,unknown,Plantae,Zygnematophyceae,Desmidiales,Desmidiaceae,Actinotaenium sp.,NA,Charophyta,NA,NA,NA,NA,aquatic
mosses bryophyta_ectropothecium_sandwichense_hypnaceae,unknown,Plantae,Bryopsida,Hypnales,Pylaisiaceae,Ectrophothecium sandwichense,NA,NA,NA,Bryidae,NA,NA,aquatic
algae unknwon,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
algal flaments,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
algal spores,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
blue filamentous_algae,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
blue green_algae,unknown,Plantae,Cyanophyceae,NA,NA,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
brown algae,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
decaying aquatic_leaves,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
filamentous g_reen_algae,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
flamentous algae,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
fru its,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fruit,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fruit flower,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fruits seeds_angyospermae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
green filamentous_algae,unknown,Plantae,NA,NA,NA,NA,Plantae,NA,NA,NA,NA,NA,aquatic
macrophyte fragments,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
macrophyte tissue,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
naacrophytes,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other plant_material,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
other plant_matter,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
pant matter,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
plant material_terrestrial,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial
root leaf_stem_angyospermae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
unidentified seeds,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
vegetable materials_n_id,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
vegetable remains,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
gonatozygon,unknown,Plantae,Zygnematophyceae,Zygnematales,Peniaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
euglena sp,unknown,Protista,Euglenophyceae,NA,NA,Euglena,NA,Euglenophyta,NA,NA,NA,NA,aquatic
s mossambicus,unknown,Animalia,Actinopterygii,Perciformes,Cichlidae,Sarotherodon mossambicus,NA,Chordata,NA,NA,NA,NA,aquatic
p philander,unknown,Animalia,Actinopterygii,Perciformes,Cichlidae,Pseudocrenilabrus philander,NA,Chordata,NA,NA,NA,NA,aquatic
g giurus,unknown,Animalia,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius giurus,NA,Chordata,NA,NA,NA,NA,aquatic
cultrichthys erythropterus,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Chanodichthys erythropterus,NA,NA,Osteichthyes,NA,NA,NA,aquatic
abbottina rivularis,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Abbottina rivularis,NA,NA,Osteichthyes,NA,NA,NA,aquatic
sarcocheilichthys,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Sarcocheilichthys sp.,NA,NA,Osteichthyes,NA,NA,NA,aquatic
acheilognathus 31,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Acheilognathus sp.,NA,NA,Osteichthyes,NA,NA,NA,aquatic
acheilognathus 32,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Acheilognathus sp.,NA,NA,Osteichthyes,NA,NA,NA,aquatic
toxabramis swinhonis,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Toxabramis swinhonis,NA,NA,Osteichthyes,NA,NA,NA,aquatic
squalidus nitens,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Squalidus nitens,NA,NA,Osteichthyes,NA,NA,NA,aquatic
paracheilognathus,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Acheilognathus sp2.,NA,NA,Osteichthyes,NA,NA,NA,terrestrial
micropercops swinhonis,unknown,Animalia,Actinopterygii,Gobiiformes,Odontobutidae,Micropercops swinhonis,NA,NA,Osteichthyes,NA,NA,NA,aquatic or terrestrial
siniperca chuatsi,unknown,Animalia,Actinopterygii,Perciformes,Sinipercidae,Siniperca chuatsi,NA,NA,Osteichthyes,NA,NA,NA,aquatic
pelteobagrus fulvidraco,unknown,Animalia,Actinopterygii,Siluriformes,Bagridae,Tachysurus fulvidraco,NA,NA,Osteichthyes,NA,NA,NA,aquatic
cilchristella aestuaria,unknown,Animalia,Actinopterygii,Clupeiformes,Clupeidae,Cilchristella aestuaria,NA,Chordata,NA,NA,NA,NA,aquatic
glossogobius callidus,unknown,Animalia,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius callidus,NA,Chordata,NA,NA,NA,NA,aquatic
myxus capensis,unknown,Animalia,Actinopterygii,Mugiliformes,Mugilidae,Pseudomyxus,NA,Chordata,NA,NA,NA,NA,aquatic
chiysicihys sp,unknown,Animalia,Actinopterygii,Siluriformes,Bagridae,Chrysicthys sp.,NA,Chordata,NA,NA,NA,NA,aquatic
synociontis sp,unknown,Animalia,Actinopterygii,Siluriformes,Mochokidae,Synodontis sp.,NA,Chordata,NA,NA,NA,NA,aquatic
chrysicthys sp,unknown,Animalia,Actinopterygii,Siluriformes,Bagridae,Chrysicthys sp.,NA,Chordata,NA,NA,NA,NA,aquatic
chrysichthys spp,unknown,Animalia,Actinopterygii,Siluriformes,Bagridae,Chrysicthys sp.,NA,Chordata,NA,NA,NA,NA,aquatic
watermite,unknown,Animalia,Arachnida,Trombidiformes,NA,NA,NA,Arthropoda,NA,Acari,NA,NA,aquatic
thallassius massajae,unknown,Animalia,Arachnida,Araneae,NA,Thallassius massajae,NA,Arthropoda,NA,NA,NA,NA,aquatic
piona coccinea,unknown,Animalia,Arachnida,Trombidiformes,Pionidae,Pinoa coccinea,NA,Arthropoda,NA,NA,NA,NA,aquatic
lebertia porosa,unknown,Animalia,Arachnida,Trombidiformes,Lebertiidae,Lebertia porosa,NA,Arthropoda,NA,NA,NA,NA,aquatic
hydrochoreutes ungulatus,unknown,Animalia,Arachnida,Trombidiformes,Pionidae,Hydrochoreutes ungulatus,NA,Arthropoda,NA,NA,NA,NA,aquatic
penales,unknown,Chromista,Bacillariophyceae,Pennales,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
centrales,unknown,Chromista,Bacillariophyceae,Centrales,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
x1phigenia truncata,unknown,Animalia,Bivalvia,Cardiida,Donacidae,Iphigenia truncata,NA,Mollusca,NA,NA,NA,NA,aquatic
iphigenia truncata,unknown,Animalia,Bivalvia,Cardiida,Donacidae,Iphigenia truncata,NA,Mollusca,NA,NA,NA,NA,aquatic
c pulchella,unknown,Animalia,Branchiopoda,Diplostraca,Daphniidae,Ceriodaphnia pulchella,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
sididae,unknown,Animalia,Branchiopoda,Cladocera,Sididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
arhynchobdellida,unknown,Animalia,Clitellata,Arhynchobdellida,NA,NA,NA,Annelida,NA,Hirudinea,NA,NA,aquatic
achaeta,unknown,Animalia,Clitellata,Haplotaxida,Enchytraeidae,Achaeta sp.,NA,Annelida,NA,Oligochaeta,NA,NA,aquatic
erpobdella octoculata,unknown,Animalia,Clitellata,Arhynchobdellida,Epobdellidae,Erpobdella octoculata,NA,Annelida,NA,NA,NA,NA,aquatic or terrestrial
ampullariidae,unknown,Animalia,Gastropoda,Littorinimorpha,Ampullariidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
umnicolidae hidrobia,unknown,Animalia,Gastropoda,NA,Umnicolidae/hidrobia,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
trochacea,unknown,Animalia,Gastropoda,NA,Trochacea,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
acteomicidae,unknown,Animalia,Gastropoda,NA,Acteomicidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
bryonensis,unknown,Animalia,Gastropoda,NA,Thiaridae,Pachylemania bryonensis,NA,Mollusca,NA,NA,NA,NA,aquatic
pachymelania bryonensis,unknown,Animalia,Gastropoda,NA,Thiaridae,Pachylemania bryonensis,NA,Mollusca,NA,NA,NA,NA,terrestrial
acartia sp,unknown,Animalia,Hexanauplia,Calanoida,NA,acartia sp,NA,Arthropoda,NA,Copepoda,NA,NA,aquatic
p adttsta,unknown,Animalia,Insecta,Ephemeroptera,Polymitarcyidae,Povilla adusta,NA,NA,NA,NA,NA,NA,aquatic
