fish_genus_species,predator_min_length,predator_max_length,predator_average_length,length_type,length_units,sample_size,start_year,start_month,start_day,end_year,end_month,end_day,habitat,measurement_type,measurement_units,author,year,journal,site_name,sampling_interval,citation,figure,fish_id,data_sorted_by,notes,Diptera,Insect fragment,Coleoptera,Formicidae,Odonata,Hymenoptera,Ephemeroptera,Vespidae,Orthoptera,Chironomidae,Corixidae,Naucoridae,Notonectidae,Mesovelidae,Unidentifiable vegetal matter,Seed,Argulus,Cladocera,Copepoda,Mysidacea,Hydracarinae,Digested matter,Fish remaining,Sand,Arthropod fragment,Nematoda
Triportheus signatus,8,17,,total,cm,84,2007,4,1,2008,1,1,lotic,volume,percent,Mendes,2014,Revista Brasileira de Zoociências,"Seridó River, Brazil",twice per season,"Mendes, L. B., Borges, J. A. T., da Silva, M. J., da Costa Ramos, R. T., & Medeiros, E. S. F. (2011). Food habits of Triportheus signatus (Teleostei, Characidae) in a Brazilian semi-arid intermittent river. Revista Brasileira de Zoociências, 13(1, 2, 3).",tbl3,20200115_mendes_1,averaged across month and fish size,,30.49,23.32,1.13,0.35,0.72,0.27,2.56,0.39,0.8,0.01,2.24,0.18,0.09,0.03,8.3,4.56,0.01,1.42,0.04,0.15,0.14,14.52,3.75,4.27,0.21,0.05
