"site_name","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"unidentified_adult",NA,"adults"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"hemiptera_fragment","0.1","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"hemiptera_fragment","0.09","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"hemiptera_fragment",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"coleoptera","0.71","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"coleoptera","3.34","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"coleoptera",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"diptera","0.05","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"diptera","0.23","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"diptera",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"araneae","0.14","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"araneae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"araneae",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"terrestrial_arthropod_fragment",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"terrestrial_arthropod_fragment","7.48","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"terrestrial_arthropod_fragment","3.41","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"insect_fragment","4.1","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"insect_fragment","0.82","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"insect_fragment","1.09","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"oligochaeta","0.08","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"oligochaeta",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"oligochaeta",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"fish_parts","0.17","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"fish_parts",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"fish_parts",NA,"unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","1",NA,"scale","0.001","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","2",NA,"scale","0.05","unknown"
"Saquarema city, Brazil",NA,NA,NA,NA,"standard length","mixed","Astyanax taeniatus","651","2006-03-01","2007-02-01","every other month","stream",NA,"percent volume","percent","Manna et al.","2012","Brazilian Journal of Biology","Manna, L. R., Rezende, C. F., & Mazzoni, R. (2012). Plasticity in the diet of Astyanax taeniatus in a coastal stream from south-east Brazil. Brazilian Journal of Biology, 72(4), 919-928.","tbl 1","site","3",NA,"scale","0.55","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"ampullariidae",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"ampullariidae",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"ampullariidae","1.5","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"ampullariidae","7.3","unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"ampullariidae",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"ampullariidae",NA,"unknown"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"chironomus_sp_larvae","86.47","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"chironomus_sp_larvae","33.41","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"chironomus_sp_larvae","91","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"chironomus_sp_larvae","38.04","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"chironomus_sp_larvae","78.97","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"chironomus_sp_larvae","54","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"chironomus_sp_pupae","10.88","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"chironomus_sp_pupae","3.59","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"chironomus_sp_pupae","7.5","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"chironomus_sp_pupae","2.43","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"chironomus_sp_pupae","21.02","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"chironomus_sp_pupae","13.08","pupae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"gomphidae_nymph","0.29","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"gomphidae_nymph","2.57","larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"gomphidae_nymph",NA,"larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"gomphidae_nymph",NA,"larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"gomphidae_nymph",NA,"larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"gomphidae_nymph",NA,"larvae"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","1",NA,"scarabaeidae_adult","0.88","adults"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","17","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","2",NA,"scarabaeidae_adult","7.71","adults"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","3",NA,"scarabaeidae_adult",NA,"adults"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"adult","Phrynops geoffroanus","10","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","4",NA,"scarabaeidae_adult",NA,"adults"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent number","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","5",NA,"scarabaeidae_adult",NA,"adults"
"Anhanduizinho River, Mato Grosso do Sul, Brazil",NA,NA,NA,NA,NA,"juvenile","Phrynops geoffroanus","12","2004-09-01","2005-04-01","monthly","river",NA,"percent volume","percent","Martins et al.","2010","Chelonian Conservation and Biology","Martins, F. I., De Souza, F. L., & Da Costa, H. T. M. (2010). Feeding habits of Phrynops geoffroanus (Chelidae) in an urban river in Central Brazil. Chelonian Conservation and Biology, 9(2), 294-297.","tbl 1","sex & life stage","6",NA,"scarabaeidae_adult",NA,"adults"
