"","site_name","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","fish_id","notes","prey_taxon","measurement","prey_stage","lon","lat"
"56","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"vo_vox_sp","2.3","unknown","4.6037231","10.3619024"
"57","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"vo_vox_sp","3.1","unknown","4.6037231","10.3619024"
"58","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"green_algae_filamentous",NA,"unknown","4.6037231","10.3619024"
"59","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"green_algae_filamentous",NA,"unknown","4.6037231","10.3619024"
"60","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"green_algae_filamentous",NA,"unknown","4.6037231","10.3619024"
"61","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"oedogonium_sp",NA,"unknown","4.6037231","10.3619024"
"62","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"oedogonium_sp","0.9","unknown","4.6037231","10.3619024"
"63","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"oedogonium_sp","3.1","unknown","4.6037231","10.3619024"
"64","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"spirogyra_sp","0.2","unknown","4.6037231","10.3619024"
"65","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"spirogyra_sp",NA,"unknown","4.6037231","10.3619024"
"66","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"spirogyra_sp",NA,"unknown","4.6037231","10.3619024"
"67","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"ulothrix_sp","12","unknown","4.6037231","10.3619024"
"68","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"ulothrix_sp","10.7","unknown","4.6037231","10.3619024"
"69","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"ulothrix_sp","12.5","unknown","4.6037231","10.3619024"
"70","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"zygnema_sp","8.2","unknown","4.6037231","10.3619024"
"71","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"zygnema_sp","7.4","unknown","4.6037231","10.3619024"
"72","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"zygnema_sp","8.5","unknown","4.6037231","10.3619024"
"73","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"diatoms",NA,"unknown","4.6037231","10.3619024"
"74","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"diatoms",NA,"unknown","4.6037231","10.3619024"
"75","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"diatoms",NA,"unknown","4.6037231","10.3619024"
"76","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"melosira_sp","1.1","unknown","4.6037231","10.3619024"
"77","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"melosira_sp","3.7","unknown","4.6037231","10.3619024"
"78","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"melosira_sp","3.1","unknown","4.6037231","10.3619024"
"79","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"navicula_sp","0.4","unknown","4.6037231","10.3619024"
"80","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"navicula_sp","1.6","unknown","4.6037231","10.3619024"
"81","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"navicula_sp",NA,"unknown","4.6037231","10.3619024"
"82","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"pinnularia_sp","0.3","unknown","4.6037231","10.3619024"
"83","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"pinnularia_sp","0.6","unknown","4.6037231","10.3619024"
"84","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"pinnularia_sp",NA,"unknown","4.6037231","10.3619024"
"85","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"nitzchia_sp","0.2","unknown","4.6037231","10.3619024"
"86","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"nitzchia_sp","0.6","unknown","4.6037231","10.3619024"
"87","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"nitzchia_sp",NA,"unknown","4.6037231","10.3619024"
"88","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"rotifers",NA,"unknown","4.6037231","10.3619024"
"89","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"rotifers",NA,"unknown","4.6037231","10.3619024"
"90","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"rotifers",NA,"unknown","4.6037231","10.3619024"
"91","Lake  Kainji, Nigeria","6","40",NA,"cm","standard",NA,"Citharinus  citharus","810","10/1/1970","5/1/1972","not stated","lentic",NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_1",NA,"keratella_sd","0.6","unknown","4.6037231","10.3619024"
"92","Lake  Kainji, Nigeria","8","52",NA,"cm","standard",NA,"Citharinus  distichodoides","136","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_2",NA,"keratella_sd","1.1","unknown","4.6037231","10.3619024"
"93","Lake  Kainji, Nigeria","15.2","34",NA,"cm","standard",NA,"Citharinus  latus","6","10/1/1970","5/1/1972","not stated",NA,NA,"number","percent","Arawomo","1976","J. fish biol","Arawomo, G. A. O. (1976). Food and feeding of three Citharinus species in Lake Kainji, Nigeria. Journal of Fish Biology, 9(1), 3-10.","tbl2","averaged over time and fish size","20200118_arawomo_tbl2_3",NA,"keratella_sd",NA,"unknown","4.6037231","10.3619024"
