"site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage","lat","long","measurement_type_number_weight_other","measurement_units_total_percent_other"
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"hemiptera_61","0.077","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"homoptera","0.231","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"hymenoptera","0.664","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"isoptera","0.31","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"lepidoptera","0.114","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"orthoptera","0.141","unknown",NA,NA,NA,NA
"Alagados Reservoir, Paraná, Brazil","Astyanax paranae","percent volume","percent","5",NA,NA,"cm","standard length",NA,"711","1996-04-01","1999-01-01","quarterly","Reservoir",NA,"Abelha et al.","2006","Neotropical Ichthyology","Abelha, M. C. F., Goulart, E., Kashiwaqui, E. A. L., & Silva, M. R. D. (2006). Astyanax paranae Eigenmann, 1914 (Characiformes: Characidae) in the Alagados reservoir, Paraná, Brazil: diet composition and variation. Neotropical Ichthyology, 4(3), 349-356.","tbl 1",NA,NA,NA,"thysanoptera","0.001","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"benthic_diatoms","11.18","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"decaying_aquatic_leaves","trace","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"brachionus_spp","19.17","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"limnia_spp","14.38","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"pholidina_spp","15.97","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"invertebrates","trace","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"sand_grains","0.64","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"detritus_mud","9.58","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"filamentous_algae","3.19","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"faecal_matter","trace","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"copepod_nauplii","7.99","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"nymphea_spp","trace","larvae",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","2","4.9",NA,"cm","standard length","juvenile","242","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 1","measurement type","1",NA,"cyanobacteria","17.57","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"benthic_diatoms","0.18","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"decaying_aquatic_leaves","30.77","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"brachionus_spp","1.54","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"limnia_spp","1.15","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"pholidina_spp","0.77","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"invertebrates","17.3","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"sand_grains","15.38","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"detritus_mud","19.23","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"filamentous_algae","1.92","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"faecal_matter","trace","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"copepod_nauplii","trace","unknown",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"nymphea_spp","3.85","larvae",NA,NA,NA,NA
"Rumuolumeni creek, Niger delta","Tilapia guineensis","percent volume","percent","5","17.7",NA,"cm","standard length","adult","198","2009-05-01","2009-10-01","2009-10-01","creek",NA,"Bob-Manuel","2013","Journal of Life Science","Bob-Manuel, F. G. (2013). Food and feeding habits of Tilapia guineensis (1862) in Rumuolumeni creek, Niger delta: implications for pisciculture. Journal of Life Sciences, 5(1), 41-45.","tbl 2","measurement type","1",NA,"cyanobacteria","7.69","unknown",NA,NA,NA,NA
"Oyo State, Nigeria","Clarias gariepinus","number","total","10","35",NA,"cm","standard",NA,"702","1984-05-01","1984-08-01","monthly","lentic",NA,"Ayinla","1988","Nigerian Institute for Oceanography and Marine Research Lagos","Ayinla, 1988, Nigerian Institute for Oceanography and Marine Research Lagos","tbl1","averaged over date and size","1",NA,"orthoptera","75","unknown",NA,NA,NA,NA
"Oyo State, Nigeria","Clarias gariepinus","number","percent","10","35",NA,"cm","standard",NA,"702","1984-05-01","1984-08-01","monthly","lentic",NA,"Ayinla","1988","Nigerian Institute for Oceanography and Marine Research Lagos","Ayinla, 1988, Nigerian Institute for Oceanography and Marine Research Lagos","tbl1","averaged over date and size","2",NA,"orthoptera","1.59","unknown",NA,NA,NA,NA
"Oyo State, Nigeria","Clarias gariepinus","volume","percent","10","35",NA,"cm","standard",NA,"702","1984-05-01","1984-08-01","monthly","lentic",NA,"Ayinla","1988","Nigerian Institute for Oceanography and Marine Research Lagos","Ayinla, 1988, Nigerian Institute for Oceanography and Marine Research Lagos","tbl1","averaged over date and size","3",NA,"orthoptera","0.06","unknown",NA,NA,NA,NA
