"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"detritus","1.98","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"detritus","1.1","unknown"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"aquatic vegetation","1.37","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"aquatic vegetation","0.76","unknown"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"synedra sp","0.1","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"synedra sp","0.06","unknown"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"navicula sp","0.15","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"navicula sp","0.08","unknown"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"gamphonema sp","0.03","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"gamphonema sp","0.02","unknown"
"0001FHXT0B6FMF7ER7M5XW8NT7","Yesilirmak River, Turkey","Perca fluviatilis","volume","mL","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream","no mention","Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","1",NA,"nitzschia sp","0.02","unknown"
"0001FHXT0BH5WC1MFX8HBAMC37","Yesilirmak River, Turkey","Perca fluviatilis","relative volume","percent","115","124.72",NA,"mm","standard length",NA,"3332","2008-04-01","2009-08-01",NA,"stream",NA,"Akin et al.","2011","African Journal of Agricultural Research","Akin, S., Sahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargin, I. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl 1","measurement type","2",NA,"nitzschia sp","0.01","unknown"
