"fish_id","site_name","type_of_fish","measurement_type","measurement_units","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","author","year","journal","citation","table_figure","data_sorted_by","sample_id","notes","prey_taxon","measurement","prey_stage"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"detritus","-","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"detritus","24.69","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"plant debris","-","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"plant debris","7.0000000000000007E-2","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"plant leaves","-","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"plant leaves","0.1","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"brachionus plicatilis","0.21","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"brachionus plicatilis","0.02","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"testudinella clypeata","0.01","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"testudinella clypeata","0","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"nereis diversicolor","0.2","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"nereis diversicolor","1.46","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"unid acari","0.01","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"unid acari","0.15","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"unid ostracoda","0.37","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"unid ostracoda","0.05","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"mesochra lilljeborgi","61.24","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"mesochra lilljeborgi","5.11","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"mesochra rapines","0.04","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"mesochra rapines","0.01","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"tisbe longicornis","15.2","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"tisbe longicornis","4.63","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"canuella perplexa","0.27","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"canuella perplexa","0.47","unknown"
"0001FB8HSK5PK2A7TE2ZB3Y8YB","baix emporda, Spain","Aphanius iberus","percent number","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","1",NA,"copepoda nauplii","5.84","unknown"
"0001FB8HSKX9S94B6KAP1D2HSH","baix emporda, Spain","Aphanius iberus","percent biomass","percent","7","30","18.4","mm","standard length",NA,"62","2002-11-21","2002-11-22",NA,"lagoon","mixed","Alcaraz & García-Berthou","2007","Environmental Biology of Fishes","Alcaraz, C., & García-Berthou, E. (2007). Food of an endangered cyprinodont (Aphanius iberus): ontogenetic diet shift and prey electivity. Environmental Biology of Fishes, 78(3), 193-207.","tbl 1","measurement type","2",NA,"copepoda nauplii","0.05","unknown"
