"","prey_taxon","prey_stage","prey_kingdom","prey_class","prey_order","prey_family","prey_species","prey_taxon_cleaned","prey_phylum","prey_superclass","prey_subclass","prey_subphylum","prey_type","prey_origin"
"1707","detritus sediment","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic"
"1708","apocrita","unknown","Animalia","Insecta","Hymenoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1709","aschiza","unknown","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1710","chaoboridae","unknown","Animalia","Insecta","Diptera","Chaoboridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1711","chrysomelidae","unknown","Animalia","Insecta","Coleoptera","Chrysomelidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1712","cicadellidae","unknown","Animalia","Insecta","Hemiptera","Cicadellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1713","egg cases","eggs","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1714","encyctidae","unknown","Animalia","Insecta","Hymenoptera","Encyrtidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1715","encyritidae","unknown","Animalia","Insecta","Hymenoptera","Encyrtidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1716","formicidae winged","unknown","Animalia","Insecta","Hymenoptera","Formicidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1717","formicide","unknown","Animalia","Insecta","Hymenoptera","Formicidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1718","jawed insects","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1719","labidognatha","unknown","Animalia","Insecta","Coleoptera","Chrysomelidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1720","mymaridae","unknown","Animalia","Insecta","Hymenoptera","Mymaridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1721","nematoceria larvae","larvae","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1722","nematoceria pupae","pupae","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1723","noteridae","unknown","Animalia","Insecta","Coleoptera","Noteridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1724","oribatei","unknown","Animalia","Arachnida",NA,"Oribatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1725","protozoa lorica","unknown","Protozoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1726","sphecidae","unknown","Animalia","Insecta","Hymenoptera","Sphecidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1727","staphylinidae","unknown","Animalia","Insecta","Coleoptera","Staphylinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1728","syrphidae","unknown","Animalia","Insecta","Diptera","Syrphidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1729","tenthcedinidae","unknown","Animalia","Insecta","Hymenoptera","Tenthredinidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1730","thysanoptera","unknown","Animalia","Insecta","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1731","algae fit","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1732","carabidae","unknown","Animalia","Insecta","Coleoptera","Carabidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1733","chaleidinidae","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1734","cupesidae","unknown","Animalia","Insecta","Coleoptera","Cupesidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1735","dermistidae","unknown","Animalia","Insecta","Coleoptera","Dermestidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1736","gelatinous egg_cases","eggs","Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1737","hebridae","unknown","Animalia","Insecta","Hemiptera","Hebridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1738","heleidae","unknown","Animalia","Insecta","Diptera","Heleidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1739","heteroceridae","unknown","Animalia","Insecta","Coleoptera","Heteroceridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1740","leptodiridae","unknown","Animalia","Branchiopoda","Diplostraca","Leptodoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1741","rocks","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1742","scarabaeinae","unknown","Animalia","Insecta","Coleoptera","Scarabaeidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1743","scydmenidae","unknown","Animalia","Insecta","Coleoptera","Scydmaenidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1744","symphyla","larvae","Animalia","Symphyla",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1745","baetidae nymphs","larvae","Animalia","Insecta","Ephemeroptera","Baetidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1746","caenidae nymphs","larvae","Animalia","Insecta","Ephemeroptera","Caenidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1747","ephemerellidae nymphs","larvae","Animalia","Insecta","Ephemeroptera","Ephemerellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1748","ephemeroptera imagos","adults","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1749","diptera nymphs","larvae","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1750","dytiscidae larvae","larvae","Animalia","Insecta","Coleoptera","Dytiscidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1751","coleoptera adults","adults","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1752","hydropsychidae larvae","larvae","Animalia","Insecta","Trichoptera","Hydropsychidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1753","other prey","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1754","immature bivalve","larvae","Animalia","Bivalvia",NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1755","arthropoda remains","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1756","vegetal remains","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1757","sediment debris","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sediment","aquatic or terrestrial"
"1758","chironomidae larvae_26","larvae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1759","chironomidae larvae_27","larvae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1760","psycodidae","unknown","Animalia","Insecta","Diptera","Psychodidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1761","simuliidae larvae_31","larvae","Animalia","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1762","simuliidae larvae_32","larvae","Animalia","Insecta","Diptera","Simuliidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1763","baetidae larvae_35","larvae","Animalia","Insecta","Ephemeroptera","Baetidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1764","baetidae larvae_36","larvae","Animalia","Insecta","Ephemeroptera","Baetidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1765","hidroptilidae","unknown","Animalia","Insecta","Trichoptera","Hydroptilidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1766","grypopterigidae","unknown","Animalia","Insecta","Plecoptera","Gripopterygidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1767","nocteridae larvae","larvae","Animalia","Insecta","Coleoptera","Noteridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1768","psephinidae","unknown","Animalia","Insecta","Coleoptera","Psephenidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1769","libellulidae","unknown","Animalia","Insecta","Odonata","Libellulidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1770","zigoptera","unknown","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1771","fish parts","unknown","Animalia",NA,NA,NA,NA,NA,NA,"Osteichthyes",NA,NA,NA,"aquatic"
"1772","molusc","unknown","Animalia",NA,NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1773","oligocheata","unknown","Animalia","Clitellata",NA,NA,NA,NA,"Annelida",NA,"Oligochaeta",NA,NA,"aquatic or terrestrial"
"1774","dipteran larvae","larvae","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1775","pyralididae","unknown","Animalia","Insecta","Lepidoptera","Pyralididae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1776","planariidae","unknown","Animalia","Trepaxonemata","Neoophora","Planariidae",NA,NA,"Platyhelminthes",NA,NA,NA,NA,"aquatic or terrestrial"
"1777","chaoborus sp","unknown","Animalia","Insecta","Diptera","Chaoboridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1778","adult chironomid","adults","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1779","ceratapogonidae","unknown","Animalia","Insecta","Diptera","Ceratopogonidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1780","daphnia spp","unknown","Animalia","Branchiopoda","Diplostraca","Daphniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1781","chydoridae","unknown","Animalia","Branchiopoda","Diplostraca","Chydoridae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1782","oscillatoria spp","unknown","Bacteria","Cyanophyceae","Nostocales","Oscillatoriaceae",NA,NA,"Cyanobacteria",NA,NA,NA,NA,"aquatic"
"1783","planktonic algae","unknown","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1784","paratya spp","unknown","Animalia","Malacostraca","Decapoda","Atyidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1785","terrestrial","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","terrestrial"
"1786","oribatidae","unknown","Animalia","Arachnida",NA,"Oribatidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1787","physa sp","unknown","Animalia","Gastropoda",NA,"Physidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1788","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1789","small crustaceans","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1790","l fortunei","unknown","Animalia","Bivalvia","Mytilida","Mytilidae","Limnoperna fortunei",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1791","corbicula spp","unknown","Animalia","Bivalvia","Venerida","Cyrenidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1792","heliobia spp","unknown","Animalia","Gastropoda","Littorinimorpha","Cochliopidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1793","mineral","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"detritus","aquatic or terrestrial"
"1794","annus","unknown","Animalia","Malacostraca","Isopoda","Asellidae","Asellus sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1795","gammarua","unknown","Animalia","Malacostraca","Amphipoda","Gammaridae","Gammarus sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1796","nemura nymphs","larvae","Animalia","Insecta","Plecoptera","Nemouriae","Nemoura sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1797","leptocerue larvae","larvae","Animalia","Insecta","Trichoptera","Leptoceridae","Leptocerus sp.",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1798","char eggs","eggs","Animalia","Actinopterygii","Salmoniformes","Salmonidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1799","surface food","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1800","ephemeroptera nymphs","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1801","plecoptera nymphs","larvae","Animalia","Insecta","Plecoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1802","sialis lutaria_larva","larvae","Animalia","Insecta","Megaloptera","Sialidae","Sialis lutaria",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1803","asellus meridianus","unknown","Animalia","Malacostraca","Isopoda","Asellidae","Proasellus meridianus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1804","gammarus pulex","unknown","Animalia","Malacostraca","Amphipoda","Gammaridae","Gammarus pulex",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1805","ephemeroptera sub_imagines","adults","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1806","aerial insects","adults","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1807","gwyniad eggs","eggs","Animalia","Actinopterygii","Salmoniformes","Salmonidae","Coregonus pennantii",NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1808","cottus gobio","unknown","Animalia","Actinopterygii","Scorpaeniformes","Cottidae","Cottus gobio",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1809","eurycercus lamellatus","unknown","Animalia","Branchiopoda","Diplostraca","Eurycercidae","Eurycercus lamellatus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1810","lymnaea peregra","unknown","Animalia","Gastropoda",NA,"Lymnaeidae","Peregriana peregra",NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1811","pisidium spp","unknown","Animalia","Bivalvia","Sphaeriida","Sphaeriidae",NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1812","chironomidae puapae_and_adult","adults/pupae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1813","gasterosteus aculeatus","unknown","Animalia","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus aculeatus",NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1814","hirudinea","unknown","Animalia","Aves","Passeriformes","Tyrannidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic or terrestrial"
"1815","trichoptera puapae_and_adult","adults/pupae","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1816","haliplus fulvus_larvae","larvae","Animalia","Insecta","Coleoptera","Haliplidae","Haliplus fulvus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1817","salmonidae","unknown","Animalia","Teleostei","Salmoniformes","Salmonidae",NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1818","chironomidae pupae_and_adult","adults/pupae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1819","emycercus lamellatus","unknown","Animalia","Branchiopoda","Diplostraca","Eurycercidae","Eurycercus lamellatus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1820","agabus bipustulatus_adult","adults","Animalia","Insecta","Coleoptera","Dytiscidae","Agabus bipustulatus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1821","trichoptera pupae_and_adult","adults/pupae","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1822","haliplus fulvus_adult","adults","Animalia","Insecta","Coleoptera","Haliplidae","Haliplus fulvus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1823","agabus bipustulatus_larvae","larvae","Animalia","Insecta","Coleoptera","Dytiscidae","Agabus bipustulatus",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1824","unidentified copepods","unknown","Animalia","Hexanauplia",NA,NA,NA,NA,NA,NA,"Copepoda",NA,NA,"aquatic"
"1825","aloma rectangula","unknown","Animalia","Branchiopoda","Diplostraca","Chydoridae","Coronatella rectangula",NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1826","alona sp","unknown","Animalia","Branchiopoda","Cladocera","Chydoridae","Alona sp.",NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1827","scapholeberis","unknown","Animalia","Branchiopoda","Diplostraca","Daphniidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1828","hyalella sp","unknown","Animalia","Malacostraca","Amphipoda","Hyalellidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1829","unidentified hydracarina","unknown","Animalia","Arachnida","Trombidiformes",NA,NA,NA,"Arthropoda",NA,"Acari",NA,NA,"aquatic"
"1830","chironomidac larvae_and_pupae","larvae/pupae","Animalia","Insecta","Diptera","Chironomidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1831","unidentified dipterous_adults","adults","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1832","ephemerida nymphs","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1833","psocidae","unknown","Animalia","Insecta","Psocodea","Psocidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1834","unidentified terrestrial_insects","unknown","Animalia","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"terrestrial"
"1835","ciadocera","unknown","Animalia","Branchiopoda","Diplostraca",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1836","unidentified items","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unidentified","aquatic or terrestrial"
"1837","ephemeroptera winged","unknown","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1838","trichoptera larva","larvae","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1839","trichoptera imagines","adults","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1840","sintulium larvae","larvae","Animalia","Insecta","Diptera","Simuliidae","Simulium sp.",NA,"Arthropopda",NA,NA,NA,NA,"aquatic"
"1841","sintulium pupae","pupae","Animalia","Insecta","Diptera","Simuliidae","Simulium sp.",NA,"Arthropopda",NA,NA,NA,NA,"aquatic"
"1842","sintulium imagines","adults","Animalia","Insecta","Diptera","Simuliidae","Simulium sp.",NA,"Arthropopda",NA,NA,NA,NA,"aquatic"
"1843","diptera imagines","adults","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1844","plecoptera imagines","adults","Animalia","Insecta","Plecoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1845","coleoptera imagines","adults","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1846","crustacea gammarus","unknown","Animalia",NA,NA,NA,NA,NA,"Arthropoda",NA,NA,"Crustacea",NA,"aquatic"
"1847","mol iusca","unknown","Animalia",NA,NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1848","nemathelminthes","unknown","Animalia",NA,NA,NA,NA,NA,"Nematoda",NA,NA,NA,NA,"aquatic or terrestrial"
"1849","pisces ova","eggs","Animalia",NA,NA,NA,NA,NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1850","dragonfly nymph","larvae","Animalia","Insecta","Odonata",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1851","mayfly nymph","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1852","caddisfly","unknown","Animalia","Insecta","Trichoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1853","heleidae pupae","pupae","Animalia","Insecta","Diptera","Heleidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1854","sialidae","unknown","Animalia","Insecta","Megaloptera","Sialidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1855","water mites","unknown","Animalia","Arachnida","Trombidiformes",NA,NA,NA,"Arthropoda",NA,"Acari",NA,NA,"aquatic"
"1856","terrestrial ants","unknown","Animalia","Insecta","Hymenoptera","Formicidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1857","other terrestrial_diptera","unknown","Animalia","Insecta","Diptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1858","terrestrial neuroptera","unknown","Animalia","Insecta","Neuroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1859","terrestrial hornoptera","unknown","Animalia","Insecta","Terrestrial hornoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1860","terrestrial damselflies","unknown","Animalia","Insecta",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1861","frog","unknown","Animalia","Amphibia","Anura",NA,NA,NA,"Chordata",NA,NA,NA,NA,"aquatic"
"1862","dragonfly newt","larvae","Animalia","Insecta","Odonata",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1863","damselfly newt","larvae","Animalia","Insecta","Odonata",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1864","mayfly newt","larvae","Animalia","Insecta","Ephemeroptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1865","stonefly newt","larvae","Animalia","Insecta","Plecoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1866","caddisfly larvae","larvae","Animalia","Insecta","Trichoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1867","heleidae larvae","larvae","Animalia","Insecta","Diptera","Heleidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"aquatic"
"1868","snail","unknown","Animalia","Gastropoda",NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic or terrestrial"
"1869","clam","unknown","Animalia","Bivalvia",NA,NA,NA,NA,"Mollusca",NA,NA,NA,NA,"aquatic"
"1870","terrestrial anta","unknown","Animalia","Insecta","Hymenoptera","Formicidae",NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1871","other terrestrial_hymenoptera","unknown","Animalia","Insecta","Hymenoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1872","terrestrial homoptera","unknown","Animalia","Insecta","Lepidoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1873","terrestrial lepidoptera","unknown","Animalia","Insecta","Lepidoptera",NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1874","terrestrial dragonflies","unknown","Animalia","Insecta",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,"terrestrial"
"1875","salmon","unknown","Animalia","Actinopterygii","Salmoniformes","Salmonidae",NA,NA,"Chordata","Osteichthyes",NA,NA,NA,"aquatic"
"1876","ephemeroptera adult","adults","Animalia","Insecta","Ephemeroptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1877","odonata nymph","larvae","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1878","odonata adult","adults","Animalia","Insecta","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic"
"1879","trichoptera adult","adults","Animalia","Insecta","Trichoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1880","hemiptera adult","adults","Animalia","Insecta","Hemiptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1881","coleoptera adult","adults","Animalia","Insecta","Coleoptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1882","diptera larvae_and_pupae","larvae/pupae","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
"1883","diptera adult","adults","Animalia","Insecta","Diptera",NA,NA,NA,NA,NA,NA,NA,NA,"aquatic or terrestrial"
