"","site_name","lat.x","long","predator_min_length","predator_average_length","predator_max_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","sampling_interval","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","notes","prey_taxon","measurement","prey_stage","lon","lat.y"
"1567","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Schizolecis guntheri","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","seed","7.2","unknown","-49.1246691","-25.5648035"
"1568","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Astyanax sp. ","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","0","unknown","-49.1246691","-25.5648035"
"1569","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Characidium lanei","17","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","0","unknown","-49.1246691","-25.5648035"
"1570","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Corydoras barbatus","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","0.5","unknown","-49.1246691","-25.5648035"
"1571","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Deuterodon langei","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","3","unknown","-49.1246691","-25.5648035"
"1572","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Hisonotus leucofrenatus","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","1.2","unknown","-49.1246691","-25.5648035"
"1573","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Kronichthys subteres","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","2","unknown","-49.1246691","-25.5648035"
"1574","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Microglanus sp.","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","5.2","unknown","-49.1246691","-25.5648035"
"1575","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Mimagoniates microleps","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","0","unknown","-49.1246691","-25.5648035"
"1576","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Phalloceros caudimoaculatus","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","1.2","unknown","-49.1246691","-25.5648035"
"1577","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pimelodella pappenheimi","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","5.2","unknown","-49.1246691","-25.5648035"
"1578","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pseudotothyris obtusa","12","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","5.6","unknown","-49.1246691","-25.5648035"
"1579","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Rineloricaria kronei","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","4.7","unknown","-49.1246691","-25.5648035"
"1580","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Schizolecis guntheri","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","protista","4.3","unknown","-49.1246691","-25.5648035"
"1581","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Astyanax sp. ","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","0","unknown","-49.1246691","-25.5648035"
"1582","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Characidium lanei","17","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","2.5","unknown","-49.1246691","-25.5648035"
"1583","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Corydoras barbatus","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","8.2","unknown","-49.1246691","-25.5648035"
"1584","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Deuterodon langei","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","1.4","unknown","-49.1246691","-25.5648035"
"1585","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Hisonotus leucofrenatus","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","2.3","unknown","-49.1246691","-25.5648035"
"1586","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Kronichthys subteres","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","1","unknown","-49.1246691","-25.5648035"
"1587","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Microglanus sp.","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","12.8","unknown","-49.1246691","-25.5648035"
"1588","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Mimagoniates microleps","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","6.4","unknown","-49.1246691","-25.5648035"
"1589","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Phalloceros caudimoaculatus","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","0","unknown","-49.1246691","-25.5648035"
"1590","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pimelodella pappenheimi","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","1.7","unknown","-49.1246691","-25.5648035"
"1591","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pseudotothyris obtusa","12","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","4.2","unknown","-49.1246691","-25.5648035"
"1592","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Rineloricaria kronei","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","0","unknown","-49.1246691","-25.5648035"
"1593","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Schizolecis guntheri","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","nematoda","0","unknown","-49.1246691","-25.5648035"
"1594","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Astyanax sp. ","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1595","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Characidium lanei","17","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1596","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Corydoras barbatus","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1597","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Deuterodon langei","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1598","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Hisonotus leucofrenatus","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1599","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Kronichthys subteres","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1600","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Microglanus sp.","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1601","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Mimagoniates microleps","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1602","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Phalloceros caudimoaculatus","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1603","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pimelodella pappenheimi","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","1.7","unknown","-49.1246691","-25.5648035"
"1604","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pseudotothyris obtusa","12","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1605","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Rineloricaria kronei","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1606","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Schizolecis guntheri","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","mollusca","0","unknown","-49.1246691","-25.5648035"
"1607","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Astyanax sp. ","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1608","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Characidium lanei","17","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1609","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Corydoras barbatus","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1610","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Deuterodon langei","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","1.4","unknown","-49.1246691","-25.5648035"
"1611","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Hisonotus leucofrenatus","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1612","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Kronichthys subteres","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1613","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Microglanus sp.","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1614","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Mimagoniates microleps","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","3.6","unknown","-49.1246691","-25.5648035"
"1615","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Phalloceros caudimoaculatus","20","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1616","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pimelodella pappenheimi","10","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1617","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Pseudotothyris obtusa","12","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
"1618","Mergulhao, Parana State, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Rineloricaria kronei","16","9/1/1993","3/1/1994","monthly","lotic",NA,"number","percent","Aranha","1998","Rev. Biol. Trop","Aranha, J. M. R., Takeuti, D. F., & Yoshimura, T. M. (1998). Habitat use and food partitioning of the fishes in a coastal stream of Atlantic Forest, Brazil. Revista de Biología Tropical, 46(4), 951-959.","tbl3","presumably average of all samples; microhabitat information available but did not parse it out","crustacea","0","unknown","-49.1246691","-25.5648035"
